Market successfully initialized: <main.market.SupplyDemandMarket object at 0x000002941114AAF0>
AFTER WORKING: Farmer {'food': 147.0, 'wood': 280, 'ore': 0, 'metal': 0, 'tool': 14.000000000000004}
AFTER DISTRIBUTION: WoodCutter {'food': 80.0, 'wood': 0, 'ore': 0.0, 'metal': 0.0, 'tool': 10.000000000000018}
AFTER DISTRIBUTION: WoodCutter {'food': 80.0, 'wood': 0, 'ore': 0.0, 'metal': 0.0, 'tool': 10.000000000000018}
AFTER DISTRIBUTION: WoodCutter {'food': 80.0, 'wood': 0, 'ore': 0.0, 'metal': 0.0, 'tool': 10.000000000000018}
AFTER DISTRIBUTION: WoodCutter {'food': 80.0, 'wood': 0, 'ore': 0.0, 'metal': 0.0, 'tool': 10.000000000000018}
AFTER DISTRIBUTION: WoodCutter {'food': 80.0, 'wood': 0, 'ore': 0.0, 'metal': 0.0, 'tool': 10.000000000000018}
AFTER DISTRIBUTION: WoodCutter {'food': 80.0, 'wood': 0, 'ore': 0.0, 'metal': 0.0, 'tool': 10.000000000000018}
AFTER DISTRIBUTION: WoodCutter {'food': 80.0, 'wood': 0, 'ore': 0.0, 'metal': 0.0, 'tool': 10.000000000000018}
AFTER DISTRIBUTION: WoodCutter {'food': 80.0, 'wood': 0, 'ore': 0.0, 'metal': 0.0, 'tool': 10.000000000000018}
AFTER DISTRIBUTION: WoodCutter {'food': 80.0, 'wood': 0, 'ore': 0.0, 'metal': 0.0, 'tool': 10.000000000000018}
AFTER DISTRIBUTION: WoodCutter {'food': 80.0, 'wood': 0, 'ore': 0.0, 'metal': 0.0, 'tool': 10.000000000000018}
AFTER DISTRIBUTION: WoodCutter {'food': 80.0, 'wood': 0, 'ore': 0.0, 'metal': 0.0, 'tool': 10.000000000000018}
AFTER DISTRIBUTION: WoodCutter {'food': 80.0, 'wood': 0, 'ore': 0.0, 'metal': 0.0, 'tool': 10.000000000000018}
AFTER DISTRIBUTION: WoodCutter {'food': 80.0, 'wood': 0, 'ore': 0.0, 'metal': 0.0, 'tool': 10.000000000000018}
AFTER DISTRIBUTION: WoodCutter {'food': 80.0, 'wood': 0, 'ore': 0.0, 'metal': 0.0, 'tool': 10.000000000000018}
AFTER DISTRIBUTION: Miner {'food': 80.0, 'wood': 0.0, 'ore': 0, 'metal': 0.0, 'tool': 14.999999999999982}
AFTER DISTRIBUTION: Miner {'food': 80.0, 'wood': 0.0, 'ore': 0, 'metal': 0.0, 'tool': 14.999999999999982}
AFTER DISTRIBUTION: Miner {'food': 80.0, 'wood': 0.0, 'ore': 0, 'metal': 0.0, 'tool': 14.999999999999982}
AFTER DISTRIBUTION: Miner {'food': 80.0, 'wood': 0.0, 'ore': 0, 'metal': 0.0, 'tool': 14.999999999999982}
AFTER DISTRIBUTION: Miner {'food': 80.0, 'wood': 0.0, 'ore': 0, 'metal': 0.0, 'tool': 14.999999999999982}
AFTER DISTRIBUTION: Miner {'food': 80.0, 'wood': 0.0, 'ore': 0, 'metal': 0.0, 'tool': 14.999999999999982}
AFTER DISTRIBUTION: Miner {'food': 80.0, 'wood': 0.0, 'ore': 0, 'metal': 0.0, 'tool': 14.999999999999982}
AFTER DISTRIBUTION: Miner {'food': 80.0, 'wood': 0.0, 'ore': 0, 'metal': 0.0, 'tool': 14.999999999999982}
AFTER DISTRIBUTION: Miner {'food': 80.0, 'wood': 0.0, 'ore': 0, 'metal': 0.0, 'tool': 14.999999999999982}
AFTER DISTRIBUTION: Miner {'food': 80.0, 'wood': 0.0, 'ore': 0, 'metal': 0.0, 'tool': 14.999999999999982}
AFTER DISTRIBUTION: Miner {'food': 80.0, 'wood': 0.0, 'ore': 0, 'metal': 0.0, 'tool': 14.999999999999982}
AFTER DISTRIBUTION: Miner {'food': 80.0, 'wood': 0.0, 'ore': 0, 'metal': 0.0, 'tool': 14.999999999999982}
AFTER DISTRIBUTION: Miner {'food': 80.0, 'wood': 0.0, 'ore': 0, 'metal': 0.0, 'tool': 14.999999999999982}
AFTER DISTRIBUTION: Miner {'food': 80.0, 'wood': 0.0, 'ore': 0, 'metal': 0.0, 'tool': 14.999999999999982}
AFTER DISTRIBUTION: Miner {'food': 80.0, 'wood': 0.0, 'ore': 0, 'metal': 0.0, 'tool': 14.999999999999982}
AFTER DISTRIBUTION: Miner {'food': 80.0, 'wood': 0.0, 'ore': 0, 'metal': 0.0, 'tool': 14.999999999999982}
AFTER DISTRIBUTION: Miner {'food': 80.0, 'wood': 0.0, 'ore': 0, 'metal': 0.0, 'tool': 14.999999999999982}
AFTER DISTRIBUTION: Miner {'food': 80.0, 'wood': 0.0, 'ore': 0, 'metal': 0.0, 'tool': 14.999999999999982}
AFTER DISTRIBUTION: Miner {'food': 80.0, 'wood': 0.0, 'ore': 0, 'metal': 0.0, 'tool': 14.999999999999982}
AFTER DISTRIBUTION: Miner {'food': 80.0, 'wood': 0.0, 'ore': 0, 'metal': 0.0, 'tool': 14.999999999999982}
AFTER DISTRIBUTION: Refiner {'food': 80.0, 'wood': 0.0, 'ore': 200.0, 'metal': 0.0, 'tool': 10.000000000000018}
AFTER DISTRIBUTION: Refiner {'food': 80.0, 'wood': 0.0, 'ore': 200.0, 'metal': 0.0, 'tool': 10.000000000000018}
AFTER DISTRIBUTION: Refiner {'food': 80.0, 'wood': 0.0, 'ore': 200.0, 'metal': 0.0, 'tool': 10.000000000000018}
AFTER DISTRIBUTION: Refiner {'food': 80.0, 'wood': 0.0, 'ore': 200.0, 'metal': 0.0, 'tool': 10.000000000000018}
AFTER DISTRIBUTION: Refiner {'food': 80.0, 'wood': 0.0, 'ore': 200.0, 'metal': 0.0, 'tool': 10.000000000000018}
AFTER DISTRIBUTION: Refiner {'food': 80.0, 'wood': 0.0, 'ore': 200.0, 'metal': 0.0, 'tool': 10.000000000000018}
AFTER DISTRIBUTION: Refiner {'food': 80.0, 'wood': 0.0, 'ore': 200.0, 'metal': 0.0, 'tool': 10.000000000000018}
AFTER DISTRIBUTION: Refiner {'food': 80.0, 'wood': 0.0, 'ore': 200.0, 'metal': 0.0, 'tool': 10.000000000000018}
AFTER DISTRIBUTION: Refiner {'food': 80.0, 'wood': 0.0, 'ore': 200.0, 'metal': 0.0, 'tool': 10.000000000000018}
AFTER DISTRIBUTION: Refiner {'food': 80.0, 'wood': 0.0, 'ore': 200.0, 'metal': 0.0, 'tool': 10.000000000000018}
AFTER DISTRIBUTION: Refiner {'food': 80.0, 'wood': 0.0, 'ore': 200.0, 'metal': 0.0, 'tool': 10.000000000000018}
AFTER DISTRIBUTION: Refiner {'food': 80.0, 'wood': 0.0, 'ore': 200.0, 'metal': 0.0, 'tool': 10.000000000000018}
AFTER DISTRIBUTION: Refiner {'food': 80.0, 'wood': 0.0, 'ore': 200.0, 'metal': 0.0, 'tool': 10.000000000000018}
AFTER DISTRIBUTION: Refiner {'food': 80.0, 'wood': 0.0, 'ore': 200.0, 'metal': 0.0, 'tool': 10.000000000000018}
AFTER DISTRIBUTION: Refiner {'food': 80.0, 'wood': 0.0, 'ore': 200.0, 'metal': 0.0, 'tool': 10.000000000000018}
AFTER DISTRIBUTION: Refiner {'food': 80.0, 'wood': 0.0, 'ore': 200.0, 'metal': 0.0, 'tool': 10.000000000000018}
AFTER DISTRIBUTION: Refiner {'food': 80.0, 'wood': 0.0, 'ore': 200.0, 'metal': 0.0, 'tool': 10.000000000000018}
AFTER DISTRIBUTION: Refiner {'food': 80.0, 'wood': 0.0, 'ore': 200.0, 'metal': 0.0, 'tool': 10.000000000000018}
AFTER DISTRIBUTION: Refiner {'food': 80.0, 'wood': 0.0, 'ore': 200.0, 'metal': 0.0, 'tool': 10.000000000000018}
AFTER DISTRIBUTION: Refiner {'food': 80.0, 'wood': 0.0, 'ore': 200.0, 'metal': 0.0, 'tool': 10.000000000000018}
AFTER DISTRIBUTION: BlackSmith {'food': 80.0, 'wood': 0.0, 'ore': 0.0, 'metal': 120.00000000000018, 'tool': 0.0}
AFTER DISTRIBUTION: BlackSmith {'food': 80.0, 'wood': 0.0, 'ore': 0.0, 'metal': 120.00000000000018, 'tool': 0.0}
AFTER DISTRIBUTION: BlackSmith {'food': 80.0, 'wood': 0.0, 'ore': 0.0, 'metal': 120.00000000000018, 'tool': 0.0}
AFTER DISTRIBUTION: BlackSmith {'food': 80.0, 'wood': 0.0, 'ore': 0.0, 'metal': 120.00000000000018, 'tool': 0.0}
AFTER DISTRIBUTION: BlackSmith {'food': 80.0, 'wood': 0.0, 'ore': 0.0, 'metal': 120.00000000000018, 'tool': 0.0}
AFTER DISTRIBUTION: BlackSmith {'food': 80.0, 'wood': 0.0, 'ore': 0.0, 'metal': 120.00000000000018, 'tool': 0.0}
AFTER DISTRIBUTION: BlackSmith {'food': 80.0, 'wood': 0.0, 'ore': 0.0, 'metal': 120.00000000000018, 'tool': 0.0}
AFTER DISTRIBUTION: BlackSmith {'food': 80.0, 'wood': 0.0, 'ore': 0.0, 'metal': 120.00000000000018, 'tool': 0.0}
AFTER DISTRIBUTION: BlackSmith {'food': 80.0, 'wood': 0.0, 'ore': 0.0, 'metal': 120.00000000000018, 'tool': 0.0}
AFTER DISTRIBUTION: BlackSmith {'food': 80.0, 'wood': 0.0, 'ore': 0.0, 'metal': 120.00000000000018, 'tool': 0.0}
AFTER DISTRIBUTION: BlackSmith {'food': 80.0, 'wood': 0.0, 'ore': 0.0, 'metal': 120.00000000000018, 'tool': 0.0}
AFTER DISTRIBUTION: BlackSmith {'food': 80.0, 'wood': 0.0, 'ore': 0.0, 'metal': 120.00000000000018, 'tool': 0.0}
AFTER DISTRIBUTION: BlackSmith {'food': 80.0, 'wood': 0.0, 'ore': 0.0, 'metal': 120.00000000000018, 'tool': 0.0}
AFTER DISTRIBUTION: BlackSmith {'food': 80.0, 'wood': 0.0, 'ore': 0.0, 'metal': 120.00000000000018, 'tool': 0.0}
AFTER DISTRIBUTION: BlackSmith {'food': 80.0, 'wood': 0.0, 'ore': 0.0, 'metal': 120.00000000000018, 'tool': 0.0}
AFTER DISTRIBUTION: BlackSmith {'food': 80.0, 'wood': 0.0, 'ore': 0.0, 'metal': 120.00000000000018, 'tool': 0.0}
AFTER DISTRIBUTION: BlackSmith {'food': 80.0, 'wood': 0.0, 'ore': 0.0, 'metal': 120.00000000000018, 'tool': 0.0}
AFTER DISTRIBUTION: BlackSmith {'food': 80.0, 'wood': 0.0, 'ore': 0.0, 'metal': 120.00000000000018, 'tool': 0.0}
AFTER DISTRIBUTION: BlackSmith {'food': 80.0, 'wood': 0.0, 'ore': 0.0, 'metal': 120.00000000000018, 'tool': 0.0}
AFTER DISTRIBUTION: BlackSmith {'food': 80.0, 'wood': 0.0, 'ore': 0.0, 'metal': 120.00000000000018, 'tool': 0.0}

AFTER WORKING: Farmer {'food': 35.0, 'wood': 180.0, 'ore': 0.0, 'metal': 0.0, 'tool': 9.000000000000021}
AFTER WORKING: Farmer {'food': 35.0, 'wood': 180.0, 'ore': 0.0, 'metal': 0.0, 'tool': 9.000000000000021}
AFTER WORKING: Farmer {'food': 35.0, 'wood': 180.0, 'ore': 0.0, 'metal': 0.0, 'tool': 9.000000000000021}
AFTER WORKING: Farmer {'food': 35.0, 'wood': 180.0, 'ore': 0.0, 'metal': 0.0, 'tool': 9.000000000000021}
AFTER WORKING: Farmer {'food': 35.0, 'wood': 180.0, 'ore': 0.0, 'metal': 0.0, 'tool': 9.000000000000021}
AFTER WORKING: Farmer {'food': 35.0, 'wood': 180.0, 'ore': 0.0, 'metal': 0.0, 'tool': 9.000000000000021}
AFTER WORKING: Farmer {'food': 35.0, 'wood': 180.0, 'ore': 0.0, 'metal': 0.0, 'tool': 9.000000000000021}
AFTER WORKING: Farmer {'food': 35.0, 'wood': 180.0, 'ore': 0.0, 'metal': 0.0, 'tool': 9.000000000000021}
AFTER WORKING: Farmer {'food': 35.0, 'wood': 180.0, 'ore': 0.0, 'metal': 0.0, 'tool': 9.000000000000021}
AFTER WORKING: Farmer {'food': 35.0, 'wood': 180.0, 'ore': 0.0, 'metal': 0.0, 'tool': 9.000000000000021}
AFTER WORKING: Farmer {'food': 35.0, 'wood': 180.0, 'ore': 0.0, 'metal': 0.0, 'tool': 9.000000000000021}
AFTER WORKING: Farmer {'food': 35.0, 'wood': 180.0, 'ore': 0.0, 'metal': 0.0, 'tool': 9.000000000000021}
AFTER WORKING: Farmer {'food': 35.0, 'wood': 180.0, 'ore': 0.0, 'metal': 0.0, 'tool': 9.000000000000021}
AFTER WORKING: Farmer {'food': 35.0, 'wood': 180.0, 'ore': 0.0, 'metal': 0.0, 'tool': 9.000000000000021}
AFTER WORKING: Farmer {'food': 35.0, 'wood': 180.0, 'ore': 0.0, 'metal': 0.0, 'tool': 9.000000000000021}
AFTER WORKING: Farmer {'food': 35.0, 'wood': 180.0, 'ore': 0.0, 'metal': 0.0, 'tool': 9.000000000000021}
AFTER WORKING: Farmer {'food': 35.0, 'wood': 180.0, 'ore': 0.0, 'metal': 0.0, 'tool': 9.000000000000021}
AFTER WORKING: Farmer {'food': 35.0, 'wood': 180.0, 'ore': 0.0, 'metal': 0.0, 'tool': 9.000000000000021}
AFTER WORKING: Farmer {'food': 35.0, 'wood': 180.0, 'ore': 0.0, 'metal': 0.0, 'tool': 9.000000000000021}
AFTER WORKING: Farmer {'food': 35.0, 'wood': 180.0, 'ore': 0.0, 'metal': 0.0, 'tool': 9.000000000000021}
AFTER WORKING: WoodCutter {'food': 72.0, 'wood': 20, 'ore': 0.0, 'metal': 0.0, 'tool': 9.000000000000021}
AFTER WORKING: WoodCutter {'food': 72.0, 'wood': 20, 'ore': 0.0, 'metal': 0.0, 'tool': 9.000000000000021}
AFTER WORKING: WoodCutter {'food': 72.0, 'wood': 20, 'ore': 0.0, 'metal': 0.0, 'tool': 9.000000000000021}
AFTER WORKING: WoodCutter {'food': 72.0, 'wood': 20, 'ore': 0.0, 'metal': 0.0, 'tool': 9.000000000000021}
AFTER WORKING: WoodCutter {'food': 72.0, 'wood': 20, 'ore': 0.0, 'metal': 0.0, 'tool': 9.000000000000021}
AFTER WORKING: WoodCutter {'food': 72.0, 'wood': 20, 'ore': 0.0, 'metal': 0.0, 'tool': 9.000000000000021}
AFTER WORKING: WoodCutter {'food': 72.0, 'wood': 20, 'ore': 0.0, 'metal': 0.0, 'tool': 9.000000000000021}
AFTER WORKING: WoodCutter {'food': 72.0, 'wood': 20, 'ore': 0.0, 'metal': 0.0, 'tool': 9.000000000000021}
AFTER WORKING: WoodCutter {'food': 72.0, 'wood': 20, 'ore': 0.0, 'metal': 0.0, 'tool': 9.000000000000021}
AFTER WORKING: WoodCutter {'food': 72.0, 'wood': 20, 'ore': 0.0, 'metal': 0.0, 'tool': 9.000000000000021}
AFTER WORKING: WoodCutter {'food': 72.0, 'wood': 20, 'ore': 0.0, 'metal': 0.0, 'tool': 9.000000000000021}
AFTER WORKING: WoodCutter {'food': 72.0, 'wood': 20, 'ore': 0.0, 'metal': 0.0, 'tool': 9.000000000000021}
AFTER WORKING: WoodCutter {'food': 72.0, 'wood': 20, 'ore': 0.0, 'metal': 0.0, 'tool': 9.000000000000021}
AFTER WORKING: WoodCutter {'food': 72.0, 'wood': 20, 'ore': 0.0, 'metal': 0.0, 'tool': 9.000000000000021}
AFTER WORKING: WoodCutter {'food': 72.0, 'wood': 20, 'ore': 0.0, 'metal': 0.0, 'tool': 9.000000000000021}
AFTER WORKING: WoodCutter {'food': 72.0, 'wood': 20, 'ore': 0.0, 'metal': 0.0, 'tool': 9.000000000000021}
AFTER WORKING: WoodCutter {'food': 72.0, 'wood': 20, 'ore': 0.0, 'metal': 0.0, 'tool': 9.000000000000021}
AFTER WORKING: WoodCutter {'food': 72.0, 'wood': 20, 'ore': 0.0, 'metal': 0.0, 'tool': 9.000000000000021}
AFTER WORKING: WoodCutter {'food': 72.0, 'wood': 20, 'ore': 0.0, 'metal': 0.0, 'tool': 9.000000000000021}
AFTER WORKING: WoodCutter {'food': 72.0, 'wood': 20, 'ore': 0.0, 'metal': 0.0, 'tool': 9.000000000000021}
AFTER WORKING: Miner {'food': 72.0, 'wood': 0.0, 'ore': 15, 'metal': 0.0, 'tool': 13.499999999999979}
AFTER WORKING: Miner {'food': 72.0, 'wood': 0.0, 'ore': 15, 'metal': 0.0, 'tool': 13.499999999999979}
AFTER WORKING: Miner {'food': 72.0, 'wood': 0.0, 'ore': 15, 'metal': 0.0, 'tool': 13.499999999999979}
AFTER WORKING: Miner {'food': 72.0, 'wood': 0.0, 'ore': 15, 'metal': 0.0, 'tool': 13.499999999999979}
AFTER WORKING: Miner {'food': 72.0, 'wood': 0.0, 'ore': 15, 'metal': 0.0, 'tool': 13.499999999999979}
AFTER WORKING: Miner {'food': 72.0, 'wood': 0.0, 'ore': 15, 'metal': 0.0, 'tool': 13.499999999999979}
AFTER WORKING: Miner {'food': 72.0, 'wood': 0.0, 'ore': 15, 'metal': 0.0, 'tool': 13.499999999999979}
AFTER WORKING: Miner {'food': 72.0, 'wood': 0.0, 'ore': 15, 'metal': 0.0, 'tool': 13.499999999999979}
AFTER WORKING: Miner {'food': 72.0, 'wood': 0.0, 'ore': 15, 'metal': 0.0, 'tool': 13.499999999999979}
AFTER WORKING: Miner {'food': 72.0, 'wood': 0.0, 'ore': 15, 'metal': 0.0, 'tool': 13.499999999999979}
AFTER WORKING: Miner {'food': 72.0, 'wood': 0.0, 'ore': 15, 'metal': 0.0, 'tool': 13.499999999999979}
AFTER WORKING: Miner {'food': 72.0, 'wood': 0.0, 'ore': 15, 'metal': 0.0, 'tool': 13.499999999999979}
AFTER WORKING: Miner {'food': 72.0, 'wood': 0.0, 'ore': 15, 'metal': 0.0, 'tool': 13.499999999999979}
AFTER WORKING: Miner {'food': 72.0, 'wood': 0.0, 'ore': 15, 'metal': 0.0, 'tool': 13.499999999999979}
AFTER WORKING: Miner {'food': 72.0, 'wood': 0.0, 'ore': 15, 'metal': 0.0, 'tool': 13.499999999999979}
AFTER WORKING: Miner {'food': 72.0, 'wood': 0.0, 'ore': 15, 'metal': 0.0, 'tool': 13.499999999999979}
AFTER WORKING: Miner {'food': 72.0, 'wood': 0.0, 'ore': 15, 'metal': 0.0, 'tool': 13.499999999999979}
AFTER WORKING: Miner {'food': 72.0, 'wood': 0.0, 'ore': 15, 'metal': 0.0, 'tool': 13.499999999999979}
AFTER WORKING: Miner {'food': 72.0, 'wood': 0.0, 'ore': 15, 'metal': 0.0, 'tool': 13.499999999999979}
AFTER WORKING: Miner {'food': 72.0, 'wood': 0.0, 'ore': 15, 'metal': 0.0, 'tool': 13.499999999999979}
AFTER WORKING: Refiner {'food': 72.0, 'wood': 0.0, 'ore': 180.0, 'metal': 10.0, 'tool': 9.000000000000021}
AFTER WORKING: Refiner {'food': 72.0, 'wood': 0.0, 'ore': 180.0, 'metal': 10.0, 'tool': 9.000000000000021}
AFTER WORKING: Refiner {'food': 72.0, 'wood': 0.0, 'ore': 180.0, 'metal': 10.0, 'tool': 9.000000000000021}
AFTER WORKING: Refiner {'food': 72.0, 'wood': 0.0, 'ore': 180.0, 'metal': 10.0, 'tool': 9.000000000000021}
AFTER WORKING: Refiner {'food': 72.0, 'wood': 0.0, 'ore': 180.0, 'metal': 10.0, 'tool': 9.000000000000021}
AFTER WORKING: Refiner {'food': 72.0, 'wood': 0.0, 'ore': 180.0, 'metal': 10.0, 'tool': 9.000000000000021}
AFTER WORKING: Refiner {'food': 72.0, 'wood': 0.0, 'ore': 180.0, 'metal': 10.0, 'tool': 9.000000000000021}
AFTER WORKING: Refiner {'food': 72.0, 'wood': 0.0, 'ore': 180.0, 'metal': 10.0, 'tool': 9.000000000000021}
AFTER WORKING: Refiner {'food': 72.0, 'wood': 0.0, 'ore': 180.0, 'metal': 10.0, 'tool': 9.000000000000021}
AFTER WORKING: Refiner {'food': 72.0, 'wood': 0.0, 'ore': 180.0, 'metal': 10.0, 'tool': 9.000000000000021}
AFTER WORKING: Refiner {'food': 72.0, 'wood': 0.0, 'ore': 180.0, 'metal': 10.0, 'tool': 9.000000000000021}
AFTER WORKING: Refiner {'food': 72.0, 'wood': 0.0, 'ore': 180.0, 'metal': 10.0, 'tool': 9.000000000000021}
AFTER WORKING: Refiner {'food': 72.0, 'wood': 0.0, 'ore': 180.0, 'metal': 10.0, 'tool': 9.000000000000021}
AFTER WORKING: Refiner {'food': 72.0, 'wood': 0.0, 'ore': 180.0, 'metal': 10.0, 'tool': 9.000000000000021}
AFTER WORKING: Refiner {'food': 72.0, 'wood': 0.0, 'ore': 180.0, 'metal': 10.0, 'tool': 9.000000000000021}
AFTER WORKING: Refiner {'food': 72.0, 'wood': 0.0, 'ore': 180.0, 'metal': 10.0, 'tool': 9.000000000000021}
AFTER WORKING: Refiner {'food': 72.0, 'wood': 0.0, 'ore': 180.0, 'metal': 10.0, 'tool': 9.000000000000021}
AFTER WORKING: Refiner {'food': 72.0, 'wood': 0.0, 'ore': 180.0, 'metal': 10.0, 'tool': 9.000000000000021}
AFTER WORKING: Refiner {'food': 72.0, 'wood': 0.0, 'ore': 180.0, 'metal': 10.0, 'tool': 9.000000000000021}
AFTER WORKING: Refiner {'food': 72.0, 'wood': 0.0, 'ore': 180.0, 'metal': 10.0, 'tool': 9.000000000000021}
AFTER WORKING: BlackSmith {'food': 72.0, 'wood': 0.0, 'ore': 0.0, 'metal': 114.00000000000017, 'tool': 4.08}
AFTER WORKING: BlackSmith {'food': 72.0, 'wood': 0.0, 'ore': 0.0, 'metal': 114.00000000000017, 'tool': 4.08}
AFTER WORKING: BlackSmith {'food': 72.0, 'wood': 0.0, 'ore': 0.0, 'metal': 114.00000000000017, 'tool': 4.08}
AFTER WORKING: BlackSmith {'food': 72.0, 'wood': 0.0, 'ore': 0.0, 'metal': 114.00000000000017, 'tool': 4.08}
AFTER WORKING: BlackSmith {'food': 72.0, 'wood': 0.0, 'ore': 0.0, 'metal': 114.00000000000017, 'tool': 4.08}
AFTER WORKING: BlackSmith {'food': 72.0, 'wood': 0.0, 'ore': 0.0, 'metal': 114.00000000000017, 'tool': 4.08}
AFTER WORKING: BlackSmith {'food': 72.0, 'wood': 0.0, 'ore': 0.0, 'metal': 114.00000000000017, 'tool': 4.08}
AFTER WORKING: BlackSmith {'food': 72.0, 'wood': 0.0, 'ore': 0.0, 'metal': 114.00000000000017, 'tool': 4.08}
AFTER WORKING: BlackSmith {'food': 72.0, 'wood': 0.0, 'ore': 0.0, 'metal': 114.00000000000017, 'tool': 4.08}
AFTER WORKING: BlackSmith {'food': 72.0, 'wood': 0.0, 'ore': 0.0, 'metal': 114.00000000000017, 'tool': 4.08}
AFTER WORKING: BlackSmith {'food': 72.0, 'wood': 0.0, 'ore': 0.0, 'metal': 114.00000000000017, 'tool': 4.08}
AFTER WORKING: BlackSmith {'food': 72.0, 'wood': 0.0, 'ore': 0.0, 'metal': 114.00000000000017, 'tool': 4.08}
AFTER WORKING: BlackSmith {'food': 72.0, 'wood': 0.0, 'ore': 0.0, 'metal': 114.00000000000017, 'tool': 4.08}
AFTER WORKING: BlackSmith {'food': 72.0, 'wood': 0.0, 'ore': 0.0, 'metal': 114.00000000000017, 'tool': 4.08}
AFTER WORKING: BlackSmith {'food': 72.0, 'wood': 0.0, 'ore': 0.0, 'metal': 114.00000000000017, 'tool': 4.08}
AFTER WORKING: BlackSmith {'food': 72.0, 'wood': 0.0, 'ore': 0.0, 'metal': 114.00000000000017, 'tool': 4.08}
AFTER WORKING: BlackSmith {'food': 72.0, 'wood': 0.0, 'ore': 0.0, 'metal': 114.00000000000017, 'tool': 4.08}
AFTER WORKING: BlackSmith {'food': 72.0, 'wood': 0.0, 'ore': 0.0, 'metal': 114.00000000000017, 'tool': 4.08}
AFTER WORKING: BlackSmith {'food': 72.0, 'wood': 0.0, 'ore': 0.0, 'metal': 114.00000000000017, 'tool': 4.08}
AFTER WORKING: BlackSmith {'food': 72.0, 'wood': 0.0, 'ore': 0.0, 'metal': 114.00000000000017, 'tool': 4.08}

[0.0, 0, 0.0, 0.0, 0] 39.69496209375
[0, 0.0, 0.0, 0, 0.0] 53.985148447499995
[0, 0.0, 0.0, 0.0, 0] 24.99312428125
[0.0, 0, 0.0, 0.0, 0] 39.69496209375
[0.0, 0, 0.0, 0.0, 0] 39.69496209375
[0, 0.0, 0.0, 0, 0.0] 53.985148447499995
[0, 0.0, 0.0, 0, 0.0] 53.985148447499995
[0.0, 0, 0.0, 0.0, 0] 39.69496209375
[0.0, 0, 0.0, 0.0, 0] 39.69496209375
[0, 0.0, 0.0, 0.0, 0] 24.99312428125
[0, 0.0, 0.0, 0.0, 0] 22.05275671875
[0, 0.0, 0.0, 0, 0.0] 53.985148447499995
[0.0, 0, 0.0, 0.0, 0] 39.69496209375
[0, 0.0, 0, 0.0, 0] 54.39679990625001
[0, 0.0, 0.0, 0.0, 0] 22.05275671875
[0, 0.0, 0.0, 0.0, 0] 22.05275671875
[0.0, 0, 0.0, 0.0, 0] 39.69496209375
[0, 0.0, 0.0, 0.0, 0] 24.99312428125
[0.0, 0, 0.0, 0.0, 0] 39.69496209375
[0.0, 0, 0.0, 0.0, 0] 39.69496209375
[0, 0.0, 0.0, 0.0, 0] 22.05275671875
[0, 0.0, 0.0, 0, 0.0] 53.985148447499995
[0, 0.0, 0, 0.0, 0] 54.39679990625001
[0, 0.0, 0.0, 0.0, 0] 22.05275671875
[0, 0.0, 0.0, 0.0, 0] 22.05275671875
[0, 0.0, 0.0, 0, 0.0] 53.985148447499995
[0, 0.0, 0.0, 0.0, 0] 22.05275671875
[0, 0.0, 0.0, 0, 0.0] 53.985148447499995
[0.0, 0, 0.0, 0.0, 0] 39.69496209375
[0, 0.0, 0, 0.0, 0] 54.39679990625001
[0, 0.0, 0.0, 0.0, 0] 22.05275671875
[0, 0.0, 0.0, 0.0, 0] 24.99312428125
[0, 0.0, 0.0, 0, 0.0] 53.985148447499995
[0, 0.0, 0.0, 0, 0.0] 53.985148447499995
[0, 0.0, 0, 0.0, 0] 54.39679990625001
[0, 0.0, 0.0, 0.0, 0] 24.99312428125
[0, 0.0, 0.0, 0.0, 0] 22.05275671875
[0.0, 0, 0.0, 0.0, 0] 39.69496209375
[0, 0.0, 0, 0.0, 0] 54.39679990625001
[0, 0.0, 0.0, 0.0, 0] 24.99312428125
[0, 0.0, 0.0, 0, 0.0] 53.985148447499995
[0.0, 0, 0.0, 0.0, 0] 39.69496209375
[0.0, 0, 0.0, 0.0, 0] 39.69496209375
[0, 0.0, 0.0, 0, 0.0] 53.985148447499995
[0, 0.0, 0.0, 0, 0.0] 53.985148447499995
[0, 0.0, 0, 0.0, 0] 54.39679990625001
[0, 0.0, 0.0, 0.0, 0] 22.05275671875
[0, 0.0, 0.0, 0.0, 0] 24.99312428125
[0, 0.0, 0.0, 0.0, 0] 24.99312428125
[0, 0.0, 0.0, 0.0, 0] 22.05275671875
[0, 0.0, 0.0, 0.0, 0] 22.05275671875
[0.0, 0, 0.0, 0.0, 0] 39.69496209375
[0, 0.0, 0.0, 0.0, 0] 22.05275671875
[0, 0.0, 0.0, 0, 0.0] 53.985148447499995
[0, 0.0, 0, 0.0, 0] 54.39679990625001
[0.0, 0, 0.0, 0.0, 0] 39.69496209375
[0, 0.0, 0, 0.0, 0] 54.39679990625001
[0, 0.0, 0, 0.0, 0] 54.39679990625001
[0, 0.0, 0.0, 0.0, 0] 24.99312428125
[0, 0.0, 0.0, 0, 0.0] 53.985148447499995
[0, 0.0, 0, 0.0, 0] 54.39679990625001
[0.0, 0, 0.0, 0.0, 0] 39.69496209375
[0, 0.0, 0.0, 0.0, 0] 22.05275671875
[0.0, 0, 0.0, 0.0, 0] 39.69496209375
[0, 0.0, 0.0, 0.0, 0] 24.99312428125
